#OTU ID	A101	A79	A92	A93	A110	A111	A112	A113	A114	A115	A11	A12	A13	A14	A15	A16	A17	A18	A19	A1	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A2	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A3	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A4	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A5	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A6	A70	A71	A72	A73	A74	A75	A76	A77	A78	A7	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A8	A90	A91	A94	A95	A96	A97	A98	A99	A9	A100	A102	A103	A104	A105	A106	A107	A108	A109	A10	Substrate_high_level	Name	EC_Number
GH179	24108	42188	10387	32465	10495	22797	10206	15706	16000	14927	36069	34908	33682	25298	30085	37114	20729	10809	14849	18117	30531	23818	26019	29754	31217	33654	31229	35761	31451	39698	19848	30524	30443	23274	38143	30342	36795	45298	18529	894	40841	26205	0	28567	19207	13753	18367	19121	27145	27049	22964	26044	34723	24531	30795	34212	40352	36261	36884	13910	10164	31955	21659	23072	29224	36783	38899	20632	28787	16722	28371	21183	25947	19348	37830	29295	28621	23392	20859	26969	21939	21748	24223	25325	35100	40108	26594	26108	28092	29538	28477	26366	20878	26530	12791	36028	24909	32969	38163	41732	31775	28130	29215	9182	17930	16608	33075	28662	21151	30946	23494	30	0	23	24926	chitin	beta-N-acetylhexosaminidase (favor GlcNAc)	3.2.1.52
GH180	0	0	0	0	293	150	209	2	29	19	20	4	44	0	0	0	0	0	0	0	14	2	13	2	3	0	4	31	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22	14	9	29	21	0	77	0	0	0	0	0	0	0	0	5	beta-glucan	beta-glucosidase	3.2.1.21
GH181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	41	21	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	5	0	8	0	0	0	2	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	host glycan	exo-alpha-sialidase	3.2.1.18
GH182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	arabinogalactan	beta-D-galactofuranosidase	3.2.1.146
GH183	3031	8465	1290	3486	1276	2445	1563	2078	2433	2022	3383	3267	3051	6861	7407	8814	5088	3395	3975	6618	3095	2455	2675	3196	3284	4038	2967	3573	4160	4242	5552	3626	3720	2529	6974	6502	7232	7963	1994	70	4368	6455	0	2850	8426	6643	6782	6900	5822	4817	4727	5738	3460	5094	4301	5434	5008	5787	4071	1555	1190	3689	2480	2545	2681	9456	9683	5074	4504	2072	5262	3403	4698	3989	4375	6257	7928	6165	5855	7265	3212	3286	4163	7179	3935	5532	3272	3234	3493	3746	3503	5617	3238	6152	1978	3662	3685	4488	3758	4185	3199	3186	2535	1333	1555	1630	4268	3560	3015	3833	4457	5	0	2	2425	arabinogalactan	endo-alpha-1,5-D-arabinofuranosidase	3.2.1.-
GH184	27006	54889	9791	39837	8265	25191	7969	15643	16175	16247	40483	36394	36056	37372	43563	55111	29515	13640	21498	26889	33255	24820	29458	32431	34620	33676	30425	33679	32672	43615	27087	35842	22631	26518	47845	40070	48375	64074	19777	1009	44612	29968	0	30546	38858	23221	34501	35784	46263	45037	42009	42516	45646	42369	44177	46279	53751	47777	44627	16473	11398	39807	25664	31054	29839	46980	52110	27241	33312	17743	34691	24716	37406	31137	43279	44057	40816	32403	28139	34277	31940	30996	38998	46953	43073	56212	32925	26474	34462	36493	32834	38966	21321	42950	11140	44478	27006	28080	45547	46668	36317	29890	27086	8750	15195	14552	41351	28410	28052	33778	35350	38	2	31	28649	peptidoglycan	peptidoglycan beta-N-acetylmuramidase	3.2.1.92
GH24	21137	44022	10668	30533	14627	23891	18408	21831	22702	19961	35716	32964	33145	32722	37064	46478	27319	13509	19372	20063	31487	23627	27504	30010	30059	30940	27004	31710	28101	34503	22208	35152	28207	26259	38380	30276	39718	49622	16137	659	33641	27341	0	22858	29470	17343	22890	25524	37015	34495	28021	33853	32272	32190	35518	37132	42831	39415	36506	13840	11103	32899	21574	20248	29901	33320	40386	21517	29814	18149	28073	21488	31421	24535	33937	37645	33360	27914	25640	30360	23466	22409	25179	33157	29882	42853	30287	24759	31815	32892	32068	33430	19517	31846	12344	33357	25029	26109	33716	38910	28758	24307	25453	14941	18622	17024	31013	23517	23700	30895	28958	17	0	26	25038	peptidoglycan	lysozyme	3.2.1.17
GH25	77734	168944	38235	111867	44194	90337	47212	72242	79305	72307	138303	131693	128498	110862	123637	150406	91916	46628	70101	78589	128174	99769	114287	126563	131481	119001	109338	126181	120515	140424	90944	129079	105747	102248	140387	121835	144229	174440	81689	3954	168480	101979	4	118457	101709	64153	88774	91323	125670	116264	102053	120362	136710	115299	141354	145020	170808	160804	156842	58700	44630	135799	89168	89240	109386	125835	130295	85386	100693	63695	100836	73351	111246	89814	140702	121286	121296	102951	88436	109500	100603	100149	114803	111912	137477	141145	119160	94590	123043	131420	121320	120190	72413	120743	39753	153229	91067	94306	126812	143735	109638	100755	104237	45285	62987	64527	120097	88054	87846	118723	112135	188	0	107	97213	peptidoglycan	lysozyme	3.2.1.17
GH34	32158	65037	17852	44437	21939	38729	25221	30661	33346	30541	56101	53700	53029	43284	48315	53997	35002	21499	28741	30690	53260	37026	46599	48748	50808	47065	46234	49202	45376	50933	34110	54067	42073	42241	48937	43273	53226	61399	30500	1420	60813	43015	0	41921	41437	28102	37832	35843	53293	51531	43519	51137	50822	49606	51949	51770	61499	54138	55273	23003	19046	51848	34204	32003	40709	48134	51024	36270	40349	28506	42439	33106	45661	37423	52802	48233	46198	38293	37436	44841	39098	39180	44231	45240	51675	55906	53785	42014	54155	57618	52064	50784	33023	54023	26202	54530	41323	41708	48987	58461	45620	41014	42307	20349	30853	26588	48353	38065	34698	47471	43258	49	1	55	38253	sialic acid	sialidase or neuraminidase	3.2.1.18
GH37	12234	26017	6452	20021	8201	15699	8771	13092	15281	13508	25759	24227	22184	20153	25146	27841	16055	7932	11506	13964	25541	18008	23505	23716	26001	18106	16934	20554	17765	23433	15689	24039	15836	17922	21747	20396	25713	29419	9526	403	18222	20945	0	11914	17033	11510	15110	14595	24027	21636	18329	21946	26782	19660	23263	24289	25753	25227	20157	10474	8384	25229	18459	17811	22994	22868	25415	16856	17480	10571	17188	18133	20796	16182	28059	21643	20471	16142	15959	20587	13926	15218	19516	17621	26671	22901	22405	13185	22270	23307	21899	18503	17825	19095	15649	28046	18134	19907	22259	26064	19878	17619	17724	8370	11999	11298	20055	13691	14793	19106	20842	33	0	13	17413	trehalose	alpha,alpha-trehalase	3.2.1.28
GH46	7233	15341	3411	11656	5708	8593	5543	8883	9794	8419	13309	14151	14577	10242	10415	13765	8680	4609	6500	6825	13714	9392	12087	11984	17159	10918	12104	13441	10244	12618	7126	10487	7970	7716	12594	9668	13535	17084	6849	272	13257	9667	0	10257	8150	5660	7671	7574	14879	14000	12584	14061	11381	13183	13941	14919	17134	14860	14218	6155	4574	13931	8651	8657	11201	9926	11377	7477	10211	5640	10154	5127	7493	7515	12331	9728	11294	8942	7832	9840	8018	8614	9702	12582	11468	16724	11947	9783	12208	13035	11884	9429	5171	7892	3149	14205	8028	7811	13232	15520	11699	12282	7942	4946	6204	8561	12640	7780	9457	11548	11378	12	0	18	9657	chitosan	chitosanase	3.2.1.132
GH47	56029	108160	27922	91648	36312	63116	41845	51739	56406	51427	100015	91693	93455	80046	84605	101104	63889	39594	53429	60110	90725	66006	80021	88146	90150	82413	75074	84348	76091	100313	64675	93824	70912	71901	94317	80854	100406	125605	52670	2383	103093	70993	2	69009	86696	59089	78086	76274	91756	88885	72823	87851	95140	83783	98262	101943	119805	104682	104921	47943	36114	114140	77785	62171	86912	88515	99405	64340	69891	46217	74049	71926	90456	76959	97124	99087	94379	74263	66466	77927	65965	69961	84387	90794	99919	102791	84438	66309	86653	93735	88122	91615	69837	89788	55541	103219	67066	68630	105123	114020	87011	74024	71799	35208	51152	44579	83045	63413	64070	83629	77238	86	2	110	69145	host glycan	alpha-mannosidase	3.2.1.113
GH50	1307	1426	651	3497	1184	1539	1278	943	1255	1017	2619	2010	2019	1635	1524	1791	1280	730	769	1045	1846	993	1705	1581	1800	1000	671	895	684	2938	970	1860	952	1210	2078	1502	2364	2904	746	58	1256	1327	0	904	978	815	951	1029	1805	1409	1525	1277	1677	1361	2274	1750	2100	1473	1299	1094	1012	1661	1274	1157	1362	2502	3451	1429	1593	909	1416	689	927	1283	1817	919	1555	1340	1372	1864	817	860	1239	1314	1959	2147	1593	622	1903	1865	1510	1480	876	1053	392	2416	1250	1639	3722	3800	2602	1645	3111	653	2622	990	2982	1672	1601	1641	2173	1	0	3	1703	agarose	beta-agarase	3.2.1.81
GH52	70	2	12	230	16	282	8	12	12	10	276	321	350	75	141	371	68	22	49	55	89	70	52	100	18	245	110	126	183	631	35	126	54	60	57	38	59	100	136	3	579	37	0	733	15	8	16	25	228	234	97	73	85	104	91	64	165	32	475	76	75	254	242	48	58	28	28	33	723	128	537	26	42	60	62	50	28	47	17	16	45	38	77	5	58	63	24	110	61	37	50	12	6	15	3	103	36	8	285	242	172	123	221	10	61	36	61	41	60	202	26	0	0	0	178	xylan	beta-xylosidase	3.2.1.37
GH53	27025	64737	13968	38866	15575	31495	14148	23000	26754	24794	48205	48050	47386	36514	38267	46707	31482	15982	25428	25976	43730	35400	39322	44864	47021	42287	40574	44174	40984	51260	28990	41819	32327	31641	42947	39234	47046	54565	25479	1086	51403	36400	0	37306	33309	21220	31264	28943	36075	35330	29130	35440	46250	33482	44821	50328	54621	48542	50590	19787	14642	49056	32515	28762	35739	37675	41584	26909	27415	19979	26665	27775	42727	33558	48942	47542	44904	34640	31522	37846	32917	31248	33718	41610	47404	46587	40346	33529	43239	45452	39602	43216	28262	44776	13389	49546	27524	27792	44190	51440	38406	39577	32591	14428	21447	23480	37675	32888	29830	41501	39016	37	0	21	33726	arabinogalactan protein	endo-beta-1,4-galactanase	3.2.1.89
GH58	9	53	0	1	0	1	1	0	1	2	1	3	5	1	2	0	2	0	0	5	8	3	2	7	0	27	5	22	6	1	8	1	4	5	20	0	6	9	2	1	0	6	0	2	0	0	0	0	7	4	5	3	61	7	13	9	5	1	1	14	17	69	37	105	105	0	1	1	0	0	0	0	1	0	53	0	1	27	11	86	1	6	5	0	36	7	4	2	1	1	2	2	5	0	0	52	4	1	0	5	1	2	3	2	22	3	5	9	59	33	65	0	0	0	1	sialic acid	endo-N-acetylneuraminidase or endo-sialidase	3.2.1.129
GH62	1988	727	923	665	400	510	454	534	507	570	525	887	792	916	1063	1326	865	518	798	867	800	506	623	757	458	1852	1516	2163	2253	704	1567	1034	1296	824	2152	1605	1171	1752	2685	158	5369	847	0	3453	1067	819	930	1104	1580	1786	1199	1670	2738	1907	2229	2336	2829	3172	3617	754	645	2301	1462	1064	1508	1912	1908	1280	1188	1439	1262	1453	2508	1549	2279	1814	1451	1376	1157	1045	2411	2270	1368	1638	2657	2549	910	1909	947	1024	1273	1358	1708	2194	465	3236	939	1156	773	812	641	1041	580	437	934	496	1984	3044	1116	2149	1347	6	0	2	411	arabinan	alpha-L-arabinofuranosidase	3.2.1.55
GH64	16285	30559	7306	17724	9857	15285	9550	12307	13781	12717	22331	21098	21864	25878	26582	33345	22576	12182	19271	18864	22777	16467	21043	23239	20971	20915	18876	21107	17801	23865	21897	23571	17236	18838	28137	25663	32390	39915	12637	456	25722	21448	1	18141	20945	15842	20092	21245	25015	20131	18440	21191	21622	22099	22793	26767	27753	25671	24834	11785	8927	25620	17731	17366	21699	30730	36043	21371	21449	11990	20974	14598	20034	20109	24424	24832	24677	21612	18427	23173	14379	15066	18082	27768	22421	28994	21927	15598	21294	24372	21773	21522	13883	20075	7654	23600	18850	19354	21970	24151	18131	18484	17572	9169	12103	11880	22271	17176	15200	18872	19392	14	0	12	15494	beta-glucan	beta-1,3-glucanase	3.2.1.39
GH71	26330	51593	15801	40388	19347	31422	21083	22839	28245	25778	44523	41639	40610	40333	45155	50879	33828	20048	26885	30144	42899	36056	38608	46031	39425	37246	33658	36128	35035	43876	33823	47507	39444	37058	41897	38436	49070	58217	24815	1089	47369	42200	0	31037	35200	23304	33697	29523	48474	47217	38637	46040	46089	41778	45721	48811	55622	46994	46738	21898	18286	49548	34935	30634	41399	42571	46664	30910	35348	24394	34021	29715	45848	35940	48796	48780	44149	34269	32878	38798	31006	31495	35800	40459	49893	46247	42546	33183	43735	47457	45182	43373	27916	46231	15454	46636	36588	37705	44799	51608	39967	33035	34002	18506	21256	25982	43253	28606	31563	40825	40432	84	0	41	31974	alpha-glucan	alpha-1,3-glucanase	3.2.1.59
GH72	41211	82452	21046	61276	28972	51338	31205	46110	50469	44458	71734	69421	68987	60030	66504	80247	50019	27372	38752	46273	68021	53902	61036	69227	67306	67694	60614	67698	63859	71957	50144	75246	63154	58565	77061	67734	81465	100318	41598	2023	89742	59556	0	63375	61809	40072	54259	53942	66947	63637	56682	62076	69330	59098	75391	81745	90108	82836	83829	31708	25664	69548	49474	48522	60062	69268	79808	47058	51924	34165	54583	41136	55592	49593	72224	65553	66496	52741	50651	59601	50117	50890	59330	63755	72341	72954	64506	54402	65370	70719	69214	67947	43458	66926	29686	77621	44920	47090	68427	79776	60351	53705	53524	27815	35670	38600	66533	45468	50857	64878	64354	80	2	64	50864	beta-glucan	beta-1,3-glucanosyltransglycosylase	2.4.1.-
GH75	11915	28227	5762	17556	8222	13871	9729	11802	11635	10583	20528	21494	20746	19869	21679	26071	15608	7034	12045	18389	19659	14969	17497	19752	20706	17486	15765	22110	16556	22276	27206	25285	15766	19271	19942	17282	23836	27523	12256	615	25171	21095	0	15480	16526	10020	14632	14283	19050	19693	16613	17903	24756	17745	20342	20911	24794	20908	22137	9322	6869	23423	16965	15012	18955	20764	22259	16673	17990	9218	19953	16687	25057	18493	25392	26463	22793	22121	17192	22771	19378	18587	20184	20045	25690	19738	18794	13834	20393	21610	21240	19128	14831	19902	6488	24138	14798	15337	20080	22785	16938	15116	17006	7792	8808	11192	21340	13717	13844	18684	20054	18	0	19	14630	chitosan	chitosanase	3.2.1.132
GH77	21188	55725	11807	34030	16988	26214	27575	22923	26901	27610	38433	38384	35737	36393	37105	43853	29813	15318	23417	23731	39639	27716	35038	36295	38307	33170	30834	33840	31007	39207	26869	38062	27485	29145	37305	34898	43702	48322	22331	1003	43761	36422	2	28407	35558	19210	26648	29263	41867	36792	34126	39349	38898	36246	44200	45757	51270	47613	45153	17156	14271	35995	24784	26345	29129	34672	37951	24555	29433	18824	29242	27246	36103	29236	41020	40382	38332	32438	29131	33962	30152	30255	35993	34645	38357	39228	32675	26237	34581	36639	34930	39533	29564	40347	22203	41573	28135	29016	37538	43635	32532	28003	27142	14378	20160	19397	35874	26162	27781	35094	34700	46	0	42	26860	starch	amylomaltase or 4-alpha-glucanotransferase	2.4.1.25
GH81	5577	10118	2816	9501	3038	6597	3221	4482	4440	4146	9938	10282	9786	6684	6601	8815	5700	3231	4937	5544	9168	6779	7807	8521	8214	9781	9758	9977	11327	11479	5851	9462	7003	6979	10911	9637	9110	12234	5761	287	12145	6149	0	7681	5605	3913	5992	4449	9107	8165	7269	8805	10122	8054	7934	9352	11854	10804	10833	4209	2731	10021	7720	7812	7105	7387	8516	5181	6224	3853	6355	6402	10574	7339	9682	10756	8724	6761	5834	6902	7411	7522	8457	8324	11118	9627	8969	8790	8890	9703	9719	9817	6741	10777	3141	9843	5774	5809	11038	12024	9468	8899	8354	2707	4635	4024	8752	5371	5829	9728	7830	8	2	7	6908	beta-glucan	endo-beta-1,3-glucanase	3.2.1.39
GH82	19	186	20	1	6	2	1	9	2	0	0	26	3	72	91	53	36	68	53	27	2	3	0	0	0	64	2	13	10	2	47	32	91	23	21	14	48	39	2	0	0	69	0	3	29	22	53	44	31	6	16	19	403	14	46	122	40	50	13	174	80	786	399	259	441	40	136	22	38	33	32	4	13	24	233	34	43	60	62	51	12	18	44	106	325	49	0	2	1	2	4	35	34	55	34	750	109	129	0	1	0	68	1	4	4	6	31	28	34	41	54	0	0	0	0	carrageenan	ι-carrageenase	3.2.1.157
GH85	4478	5567	1523	6200	2852	5000	4298	3934	5168	4332	6270	6494	6238	5653	6885	6978	4110	2002	2583	3399	5482	4931	5181	6053	4702	6632	5300	5698	6039	8885	3923	5228	4516	4121	6378	4813	5702	7021	5147	290	10670	4353	0	8081	4865	2362	3081	3484	7539	7005	6575	7157	9467	6657	9360	11217	12039	10385	10478	3229	2413	9316	5717	6088	8059	3845	3884	3323	4932	2708	4200	3866	5228	4145	9609	6465	5420	4260	4834	4715	5095	5298	6869	4236	10314	7102	4760	4859	4611	5324	4422	5875	2547	5646	2380	11724	3699	3609	6919	8002	5832	5711	6774	2620	3094	3470	6483	6597	5936	6490	7231	11	0	17	4285	host glycan	endo-beta-N-acetylglucosaminidase	3.2.1.96
GH89	14139	27766	6452	24455	7545	15903	8479	9599	12772	11524	27904	24872	23258	19377	21284	25813	16586	9133	12872	14638	22995	17085	19810	21741	23022	18331	14769	18063	16940	25227	16409	20990	12411	15455	19571	18280	23387	27216	11111	405	21379	17406	0	14994	19068	12963	16282	16853	24176	24695	20663	23009	23629	21369	23377	22601	25251	23255	21664	9055	7347	19334	12889	16883	16290	21415	24503	13823	22475	11800	21351	11910	18100	16737	25243	21916	21216	17936	16511	16969	16129	15248	18684	22942	24275	25665	18953	13420	20963	21447	19791	18919	11463	19862	5987	22841	15747	16308	27983	30274	23856	17337	19124	7312	11482	10606	22427	15511	14748	19224	19785	18	0	13	19594	host glycan	alpha-N-acetylglucosaminidase	3.2.1.50
GH90	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	32	0	0	0	0	0	1	10	1	2	0	10	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	4	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	7	0	0	4	4	0	0	0	0	0	0	4	9	2	0	0	0	0	exo-polysaccharide	endorhamnosidase	3.2.1.-
GH93	6871	18255	3101	11420	4373	8415	4648	7233	6318	6420	13738	12492	13315	10619	10464	14012	9573	3687	7127	7980	10938	10023	10086	12896	8126	9830	9591	12571	10455	13178	11372	13476	7731	10131	10076	8871	12982	14641	5413	281	10495	10812	0	7264	9916	5959	8237	8366	11948	11174	9801	11218	14604	9784	11746	12165	13205	11946	10521	5345	3772	11972	9328	10087	12068	11270	11065	7233	11274	5675	13976	7779	10962	7956	14259	12708	11218	8918	8324	10699	6933	7195	10343	10950	16129	12755	13181	10391	13855	14850	15229	9687	7002	10194	3302	14544	8963	9906	12797	14193	10848	9152	7450	4396	4995	5329	11680	8130	7585	9503	11308	11	0	10	9342	arabinan	exo-alpha-L-1,5-arabinanase	3.2.1.-
PL10	18	0	0	7	0	53	0	2	0	0	50	25	37	0	0	0	0	0	0	0	22	10	28	32	23	0	3	2	0	13	0	16	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	23	11	40	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	34	26	7	0	1	16	1	32	29	18	0	0	0	0	0	0	0	5	19	17	14	19	0	8	3	137	0	2	0	12	0	0	0	17	pectin	pectate lyase	4.2.2.2
PL16	526	32	165	66	44	179	16	29	90	79	18	216	100	12	10	19	12	15	10	51	156	281	140	259	130	716	662	632	825	49	134	137	361	129	624	744	47	102	315	24	525	40	0	410	32	43	51	57	146	88	69	168	654	198	139	94	443	54	531	52	24	359	159	270	394	9	9	144	28	324	82	503	931	403	766	511	154	84	140	112	381	1628	2629	112	661	109	424	842	539	249	396	296	261	757	101	948	85	10	73	85	62	160	257	35	41	59	521	1004	85	232	78	2	0	1	17	host glycan	hyaluronan lyase	4.2.2.1
PL20	73	159	49	87	106	89	49	4	21	23	76	209	373	147	174	216	95	30	51	46	96	149	105	158	52	122	134	409	97	59	63	149	65	131	458	309	413	580	35	3	163	159	0	92	31	18	22	51	80	76	65	49	244	68	153	148	161	104	69	157	95	278	359	134	252	377	303	351	291	177	162	55	50	29	301	108	216	186	151	231	34	41	68	126	358	196	249	113	186	286	175	86	80	37	45	313	230	273	127	214	143	327	124	123	18	448	148	75	176	215	511	0	0	0	30	host glycan	endo-beta-1,4-glucuronan lyase	4.2.2.14
PL22	264	624	159	950	243	453	138	766	563	404	929	749	936	669	888	640	427	189	215	675	403	326	304	371	745	505	933	870	452	1295	427	440	234	245	231	278	592	512	193	6	305	780	0	157	348	352	233	345	410	295	326	356	386	348	573	456	426	376	216	230	182	439	321	284	313	227	186	261	645	273	587	695	712	401	351	383	708	510	559	756	233	301	326	324	423	350	206	597	213	321	298	620	845	481	385	452	646	642	1087	1147	768	667	1172	206	514	460	851	386	270	330	318	0	0	0	566	pectin	oligogalacturonate lyase / oligogalacturonide lyase	4.2.2.6
PL26	1229	3720	1059	2691	1936	2515	1860	2097	3242	3087	4289	3860	4142	2256	2443	2760	1569	816	1175	1176	3077	2781	2698	3418	2372	2764	3098	2553	1741	4245	1596	4147	4251	3524	1596	2064	2732	2850	1031	23	1568	1777	0	1358	1667	815	1203	1414	1267	1169	913	1221	2125	1087	2503	2770	3299	2848	2677	1192	1179	3428	2058	1600	1823	3122	2136	1542	2011	1493	1666	1119	1801	1254	2177	1849	1901	1494	1710	2213	1074	1114	1255	1441	2251	3177	2773	4261	2876	2978	3509	2126	995	1818	879	2075	2269	1941	3007	3798	2814	3560	2681	940	2118	894	1934	1887	1536	2091	1689	1	0	2	2827	pectin	rhamnogalacturonan exolyase	4.2.2.24
PL29	128	149	44	181	37	248	76	68	54	62	463	389	335	52	34	20	144	60	89	61	211	287	231	373	122	87	119	110	75	228	99	201	42	143	97	115	260	189	133	2	172	113	0	96	451	131	142	346	134	90	114	110	247	114	190	303	272	687	155	103	87	311	400	174	210	25	18	40	218	99	200	207	173	110	318	108	172	162	166	184	172	166	132	131	249	180	78	61	91	129	61	164	266	149	44	395	65	62	247	308	196	200	92	21	111	61	211	186	140	187	233	0	0	0	337	host glycan	chondroitin-sulfate ABC endolyase	4.2.2.20
PL3	1153	1623	490	672	105	577	73	409	576	511	1382	1181	1192	1034	1668	2079	642	558	505	646	549	295	399	405	451	1501	1340	1379	1491	1116	1083	972	1452	980	1414	1484	1765	2672	880	42	2192	1374	0	1486	1128	991	1367	1292	2243	1233	1829	2121	1251	1853	2052	1644	2051	1887	1861	494	269	1584	825	540	839	2638	2753	1797	1047	757	1368	776	1291	926	1026	1100	947	941	712	1591	1250	1238	1884	637	1137	2765	630	1122	812	787	737	1079	742	1284	315	1405	875	873	763	785	704	1049	623	73	394	121	1266	1115	1129	1294	1868	2	0	6	847	pectin	pectate lyase	4.2.2.2
PL38	1607	3492	825	3469	1179	2327	864	1689	1382	1304	4458	3509	3412	3079	3637	3329	2269	1179	1503	1248	2497	1749	2500	2515	2215	1916	1225	1391	1364	3111	1535	2758	1790	1939	1922	1564	2724	3077	1920	97	3510	1464	0	2343	2223	1439	1734	1744	3515	2621	2656	2607	2539	2622	3571	3080	3486	3955	2744	1751	1278	3559	3449	2077	2810	3232	3294	2392	2208	1245	2261	1797	2528	2688	2078	3204	2695	2427	2474	2479	1598	2110	2829	3120	2486	3416	1924	1341	1874	1979	2256	3651	1738	3126	1409	3019	1814	1702	3833	4373	3517	2083	2960	1114	1660	1279	3674	1836	1987	2045	2213	0	0	0	3151	host glycan	endo-beta-1,4-glucuronan lyase	4.2.2.14
PL4	366	660	257	262	372	184	242	477	514	575	384	770	772	599	567	411	438	258	381	518	373	298	339	267	509	815	778	1183	490	392	729	466	1213	516	640	682	1132	1030	156	8	195	914	0	142	568	810	329	546	540	478	384	482	495	375	1526	951	1171	686	640	242	286	598	547	229	417	573	743	299	872	408	773	287	394	346	406	390	843	556	472	603	201	206	319	362	505	429	147	789	209	248	802	341	222	172	109	489	753	821	273	464	433	937	496	253	253	431	588	406	553	670	538	0	0	0	264	pectin	rhamnogalacturonan endolyase	4.2.2.23
PL41	27	126	57	138	91	153	34	174	290	264	240	183	223	186	126	195	112	27	84	297	84	54	108	68	58	73	237	87	56	172	126	200	218	124	101	140	200	194	120	2	244	656	0	125	71	22	49	39	45	33	33	54	410	39	104	118	152	78	156	84	59	239	111	176	98	98	184	55	81	42	56	90	141	61	471	189	215	192	79	101	231	166	154	137	628	265	61	352	89	75	66	252	160	206	29	327	99	100	140	188	137	104	226	34	130	64	64	22	89	169	226	0	0	0	201	alginate	alginate lyase	4.2.2.3
