"","sequencing_id","pathway","resampled_reads"
"643","A10","Longevity regulating pathway - multiple species",12060
"644","A10","Longevity regulating pathway - worm",38478
"645","A10","Lysine biosynthesis",39524
"646","A10","Lysine degradation",27442
"647","A10","Lysosome",15109
"648","A10","MAPK signaling pathway",62
"649","A10","MAPK signaling pathway - fly",2640
"650","A10","MAPK signaling pathway - plant",8764
"651","A10","MAPK signaling pathway - yeast",3970
"652","A10","Mannose type O-glycan biosynthesis",2520
"653","A10","Measles",2331
"654","A10","Meiosis - yeast",4209
"655","A10","Melanogenesis",204
"656","A10","Melanoma",91
"657","A10","Metabolism of xenobiotics by cytochrome P450",16377
"658","A10","Methane metabolism",98799
"659","A10","MicroRNAs in cancer",4567
"660","A10","Mineral absorption",4908
"661","A10","Mismatch repair",64396
"662","A10","Mitophagy - animal",2417
"663","A10","Mitophagy - yeast",575
"664","A10","Monobactam biosynthesis",22461
"665","A10","Motor proteins",645
"666","A10","Mucin type O-glycan biosynthesis",6
"667","A10","Mycolic acid biosynthesis",12633
"668","A10","N-Glycan biosynthesis",4360
"669","A10","NF-kappa B signaling pathway",143
"670","A10","NOD-like receptor signaling pathway",9163
"671","A10","Naphthalene degradation",3109
"672","A10","Natural killer cell mediated cytotoxicity",11
"673","A10","Necroptosis",23189
"674","A10","Neomycin, kanamycin and gentamicin biosynthesis",4632
"675","A10","Neuroactive ligand-receptor interaction",1100
"676","A10","Neutrophil extracellular trap formation",467
"677","A10","Nicotinate and nicotinamide metabolism",62157
"678","A10","Nitrogen metabolism",50058
"679","A10","Nitrotoluene degradation",4758
"680","A10","Non-alcoholic fatty liver disease",8363
"681","A10","Non-homologous end-joining",24999
"682","A10","Non-small cell lung cancer",74
"683","A10","Nonribosomal peptide structures",1210
"684","A10","Notch signaling pathway",50
"685","A10","Novobiocin biosynthesis",8824
"686","A10","Nucleocytoplasmic transport",765
"687","A10","Nucleotide excision repair",50697
"688","A10","O-Antigen nucleotide sugar biosynthesis",56658
"689","A10","O-Antigen repeat unit biosynthesis",2881
"690","A10","One carbon pool by folate",45148
"691","A10","Oocyte meiosis",470
"692","A10","Osteoclast differentiation",146
"693","A10","Other carbon fixation pathways",78525
"694","A10","Other glycan degradation",13950
"695","A10","Other types of O-glycan biosynthesis",5166
"696","A10","Ovarian steroidogenesis",65
"697","A10","Oxidative phosphorylation",152962
"698","A10","Oxytocin signaling pathway",177
"699","A10","PD-L1 expression and PD-1 checkpoint pathway in cancer",143
"700","A10","PI3K-Akt signaling pathway",6934
"701","A10","PPAR signaling pathway",29485
"702","A10","Pancreatic cancer",885
"703","A10","Pancreatic secretion",249
"704","A10","Pantothenate and CoA biosynthesis",58149
"705","A10","Parathyroid hormone synthesis, secretion and action",979
"706","A10","Parkinson disease",16210
"707","A10","Pathogenic Escherichia coli infection",6386
"708","A10","Pathways in cancer",20861
"709","A10","Pathways of neurodegeneration - multiple diseases",18775
"710","A10","Penicillin and cephalosporin biosynthesis",11633
"711","A10","Pentose and glucuronate interconversions",35908
"712","A10","Pentose phosphate pathway",94418
"713","A10","Peptidoglycan biosynthesis",69487
"714","A10","Peroxisome",34286
"715","A10","Pertussis",1865
"716","A10","Phagosome",421
"717","A10","Phenazine biosynthesis",11112
"718","A10","Phenylalanine metabolism",67846
"719","A10","Phenylalanine, tyrosine and tryptophan biosynthesis",60027
"720","A10","Phenylpropanoid biosynthesis",7885
"721","A10","Phosphatidylinositol signaling system",8654
"722","A10","Phospholipase D signaling pathway",814
"723","A10","Phosphonate and phosphinate metabolism",6882
"724","A10","Phosphotransferase system (PTS)",4014
"725","A10","Photosynthesis",29319
"726","A10","Photosynthesis - antenna proteins",87
"727","A10","Phototransduction - fly",107
"728","A10","Pinene, camphor and geraniol degradation",8874
"729","A10","Plant hormone signal transduction",14907
"730","A10","Plant-pathogen interaction",14601
"731","A10","Platelet activation",104
"732","A10","Platinum drug resistance",18038
"733","A10","Polycomb repressive complex",2583
"734","A10","Polycyclic aromatic hydrocarbon degradation",19478
"735","A10","Polyketide sugar unit biosynthesis",14866
"736","A10","Porphyrin metabolism",95414
"737","A10","Primary bile acid biosynthesis",4311
"738","A10","Primary immunodeficiency",1559
"739","A10","Prion disease",11012
"740","A10","Prodigiosin biosynthesis",20402
"741","A10","Progesterone-mediated oocyte maturation",2477
"742","A10","Prolactin signaling pathway",3260
"743","A10","Propanoate metabolism",63346
"744","A10","Prostate cancer",2223
"745","A10","Proteasome",5757
"746","A10","Protein digestion and absorption",495
"747","A10","Protein export",73882
"748","A10","Protein processing in endoplasmic reticulum",11685
"749","A10","Proteoglycans in cancer",3333
"750","A10","Proximal tubule bicarbonate reclamation",5407
"751","A10","Purine metabolism",159790
"752","A10","Pyrimidine metabolism",84426
"753","A10","Pyruvate metabolism",107020
"754","A10","Quorum sensing",329637
"755","A10","RIG-I-like receptor signaling pathway",410
"756","A10","RNA degradation",51017
"757","A10","RNA polymerase",10851
"758","A10","Rap1 signaling pathway",27
"759","A10","Ras signaling pathway",965
"760","A10","Regulation of actin cytoskeleton",187
"761","A10","Regulation of lipolysis in adipocytes",258
"762","A10","Renal cell carcinoma",2459
"763","A10","Renin secretion",646
"764","A10","Renin-angiotensin system",3643
"765","A10","Retinol metabolism",2911
"766","A10","Retrograde endocannabinoid signaling",4329
"767","A10","Rheumatoid arthritis",296
"768","A10","Riboflavin metabolism",31863
"769","A10","Ribosome",112950
"770","A10","Ribosome biogenesis in eukaryotes",8049
"771","A10","SNARE interactions in vesicular transport",188
"772","A10","Salivary secretion",154
"773","A10","Salmonella infection",15781
"774","A10","Secondary bile acid biosynthesis",753
"775","A10","Selenocompound metabolism",66616
"776","A10","Serotonergic synapse",3054
"777","A10","Sesquiterpenoid and triterpenoid biosynthesis",2677
"778","A10","Shigellosis",5364
"779","A10","Small cell lung cancer",2266
"780","A10","Sphingolipid metabolism",18183
"781","A10","Sphingolipid signaling pathway",1119
"782","A10","Spinocerebellar ataxia",3466
"783","A10","Spliceosome",1569
"784","A10","Staphylococcus aureus infection",981
"785","A10","Starch and sucrose metabolism",102800
"786","A10","Staurosporine biosynthesis",1008
"787","A10","Steroid biosynthesis",1324
"788","A10","Steroid degradation",9963
"789","A10","Steroid hormone biosynthesis",1795
"790","A10","Streptomycin biosynthesis",26910
"791","A10","Styrene degradation",34573
"792","A10","Sulfur metabolism",66288
"793","A10","Sulfur relay system",38148
"794","A10","Synaptic vesicle cycle",201
"795","A10","Systemic lupus erythematosus",656
"796","A10","T cell receptor signaling pathway",91
"797","A10","TGF-beta signaling pathway",210
"798","A10","Taurine and hypotaurine metabolism",22800
"799","A10","Teichoic acid biosynthesis",23152
"800","A10","Terpenoid backbone biosynthesis",35157
"801","A10","Tetracycline biosynthesis",1587
"802","A10","Th1 and Th2 cell differentiation",36
"803","A10","Th17 cell differentiation",2194
"804","A10","Thermogenesis",23581
"805","A10","Thiamine metabolism",29384
"806","A10","Thyroid cancer",63
"807","A10","Thyroid hormone signaling pathway",27033
"808","A10","Thyroid hormone synthesis",2613
"809","A10","Tight junction",272
"810","A10","Toll and Imd signaling pathway",1116
"811","A10","Toluene degradation",17117
"812","A10","Toxoplasmosis",2234
"813","A10","Transcriptional misregulation in cancer",255
"814","A10","Tropane, piperidine and pyridine alkaloid biosynthesis",9079
"815","A10","Tryptophan metabolism",55374
"816","A10","Tuberculosis",34566
"817","A10","Two-component system",286537
"818","A10","Type I diabetes mellitus",9159
"819","A10","Type I polyketide structures",166
"820","A10","Type II diabetes mellitus",3868
"821","A10","Tyrosine metabolism",44401
"822","A10","Ubiquinone and other terpenoid-quinone biosynthesis",37457
"823","A10","Ubiquitin mediated proteolysis",720
"824","A10","VEGF signaling pathway",60
"825","A10","Valine, leucine and isoleucine biosynthesis",38559
"826","A10","Valine, leucine and isoleucine degradation",68341
"827","A10","Vancomycin resistance",34436
"828","A10","Various types of N-glycan biosynthesis",4802
"829","A10","Vascular smooth muscle contraction",125
"830","A10","Vasopressin-regulated water reabsorption",185
"831","A10","Vibrio cholerae infection",347
"832","A10","Viral carcinogenesis",4936
"833","A10","Viral life cycle - HIV-1",242
"834","A10","Viral myocarditis",2501
"835","A10","Virion - Hepatitis viruses",461
"836","A10","Virion - Herpesvirus",17
"837","A10","Vitamin B6 metabolism",28841
"838","A10","Vitamin digestion and absorption",2
"839","A10","Wnt signaling pathway",294
"840","A10","Xylene degradation",12476
"841","A10","Yersinia infection",96
"842","A10","Zeatin biosynthesis",3007
"843","A10","alpha-Linolenic acid metabolism",3524
"844","A10","beta-Alanine metabolism",23704
"845","A10","beta-Lactam resistance",38830
"846","A10","cAMP signaling pathway",1931
"847","A10","cGMP-PKG signaling pathway",8
"848","A10","mRNA surveillance pathway",942
"849","A10","mTOR signaling pathway",610
"850","A10","p53 signaling pathway",2243
"851","A100","ABC transporters",301289
"852","A100","AMPK signaling pathway",9929
"853","A100","ATP-dependent chromatin remodeling",157
"854","A100","Acarbose and validamycin biosynthesis",4749
"855","A100","Acute myeloid leukemia",14
"856","A100","Adherens junction",75
"857","A100","Adipocytokine signaling pathway",10838
"858","A100","Adrenergic signaling in cardiomyocytes",72
"859","A100","Aflatoxin biosynthesis",3
"860","A100","African trypanosomiasis",3072
"861","A100","Alanine, aspartate and glutamate metabolism",104337
"862","A100","Alcoholic liver disease",16821
"863","A100","Alcoholism",3099
"864","A100","Aldosterone synthesis and secretion",28
"865","A100","Alzheimer disease",14809
"866","A100","Amino sugar and nucleotide sugar metabolism",115062
"867","A100","Aminoacyl-tRNA biosynthesis",121375
"868","A100","Aminobenzoate degradation",42296
"869","A100","Amoebiasis",1230
"870","A100","Amphetamine addiction",3048
"871","A100","Amyotrophic lateral sclerosis",16335
"872","A100","Antifolate resistance",11821
"873","A100","Antigen processing and presentation",2040
"874","A100","Apelin signaling pathway",237
"875","A100","Apoptosis",2748
"876","A100","Apoptosis - fly",2749
"877","A100","Apoptosis - multiple species",2154
"878","A100","Arabinogalactan biosynthesis - Mycobacterium",11495
"879","A100","Arachidonic acid metabolism",88
"880","A100","Arginine and proline metabolism",71429
"881","A100","Arginine biosynthesis",74478
"882","A100","Arrhythmogenic right ventricular cardiomyopathy",7
"883","A100","Ascorbate and aldarate metabolism",20543
"884","A100","Atrazine degradation",6773
"885","A100","Autophagy - animal",398
"886","A100","Autophagy - other",224
"887","A100","Autophagy - yeast",1744
"888","A100","Axon guidance",15
"889","A100","Axon regeneration",1859
"890","A100","B cell receptor signaling pathway",15
"891","A100","Bacterial chemotaxis",34481
"892","A100","Bacterial invasion of epithelial cells",83
"893","A100","Bacterial secretion system",72996
"894","A100","Basal cell carcinoma",88
"895","A100","Basal transcription factors",1238
"896","A100","Base excision repair",54220
"897","A100","Benzoate degradation",71763
"898","A100","Betalain biosynthesis",2848
"899","A100","Bile secretion",925
"900","A100","Biofilm formation - Escherichia coli",37010
"901","A100","Biofilm formation - Pseudomonas aeruginosa",30468
"902","A100","Biofilm formation - Vibrio cholerae",26518
"903","A100","Biosynthesis of 12-, 14- and 16-membered macrolides",36
"904","A100","Biosynthesis of ansamycins",11671
"905","A100","Biosynthesis of enediyne antibiotics",11717
"906","A100","Biosynthesis of siderophore group nonribosomal peptides",2718
"907","A100","Biosynthesis of type II polyketide backbone",694
"908","A100","Biosynthesis of type II polyketide products",4843
"909","A100","Biosynthesis of unsaturated fatty acids",10395
"910","A100","Biosynthesis of vancomycin group antibiotics",3072
"911","A100","Biosynthesis of various alkaloids",504
"912","A100","Biosynthesis of various antibiotics",6481
"913","A100","Biosynthesis of various other secondary metabolites",681
"914","A100","Biosynthesis of various plant secondary metabolites",20854
"915","A100","Biotin metabolism",33573
"916","A100","Bisphenol degradation",1215
"917","A100","Bladder cancer",932
"918","A100","Breast cancer",42
"919","A100","Butanoate metabolism",86387
"920","A100","C-type lectin receptor signaling pathway",46
"921","A100","C5-Branched dibasic acid metabolism",25923
"922","A100","Caffeine metabolism",1186
"923","A100","Calcium signaling pathway",331
"924","A100","Caprolactam degradation",19221
"925","A100","Carbapenem biosynthesis",2912
"926","A100","Carbohydrate digestion and absorption",367
"927","A100","Carbon fixation by Calvin cycle",62622
"928","A100","Cardiac muscle contraction",3318
"929","A100","Carotenoid biosynthesis",5570
"930","A100","Cationic antimicrobial peptide (CAMP) resistance",27573
"931","A100","Cell cycle",377
"932","A100","Cell cycle - Caulobacter",63387
"933","A100","Cell cycle - yeast",642
"934","A100","Cellular senescence",367
"935","A100","Central carbon metabolism in cancer",21646
"936","A100","Chagas disease",3092
"937","A100","Chemical carcinogenesis - DNA adducts",11912
"938","A100","Chemical carcinogenesis - reactive oxygen species",31926
"939","A100","Chemical carcinogenesis - receptor activation",14670
"940","A100","Chloroalkane and chloroalkene degradation",14310
"941","A100","Chlorocyclohexane and chlorobenzene degradation",25862
"942","A100","Cholesterol metabolism",659
"943","A100","Choline metabolism in cancer",779
"944","A100","Cholinergic synapse",5
"945","A100","Chronic myeloid leukemia",26
"946","A100","Circadian entrainment",64
"947","A100","Circadian rhythm",15
"948","A100","Circadian rhythm - fly",1
"949","A100","Circadian rhythm - plant",89
"950","A100","Citrate cycle (TCA cycle)",70396
"951","A100","Cobalamin transport and metabolism",15553
"952","A100","Cocaine addiction",2918
"953","A100","Collecting duct acid secretion",123
"954","A100","Colorectal cancer",2159
"955","A100","Coronavirus disease - COVID-19",1435
"956","A100","Cortisol synthesis and secretion",1
"957","A100","Cushing syndrome",3289
"958","A100","Cutin, suberine and wax biosynthesis",1184
"959","A100","Cyanoamino acid metabolism",27232
"960","A100","Cysteine and methionine metabolism",118709
"961","A100","Cytoskeleton in muscle cells",6047
"962","A100","Cytosolic DNA-sensing pathway",74
"963","A100","D-Amino acid metabolism",33769
"964","A100","DNA replication",54913
"965","A100","Degradation of flavonoids",21611
"966","A100","Diabetic cardiomyopathy",32284
"967","A100","Dilated cardiomyopathy",2
"968","A100","Dioxin degradation",3863
"969","A100","Dopaminergic synapse",3159
